text,aspect_term,polarity
The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious[comma] if I must recommend a dish it must be the pumkin tortelini.,food,positive
The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious[comma] if I must recommend a dish it must be the pumkin tortelini.,pumkin tortelini,positive
The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious[comma] if I must recommend a dish it must be the pumkin tortelini.,dish,positive
They didn't give us the dinner special until we asked for it.,dinner special,negative
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,crabmeat lasagna,positive
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,chocolate bread pudding,positive
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,dessert,positive
word of advice[comma] save room for pasta dishes and never leave until you've had the tiramisu.,pasta dishes,positive
word of advice[comma] save room for pasta dishes and never leave until you've had the tiramisu.,tiramisu,positive
Very good service and very good prices.,service,positive
Very good service and very good prices.,prices,positive
I recently went to this restaurant with some co-workers for lunch and had an amazing time.,lunch,neutral
The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu[comma] present your meal[comma] and attend to your needs.,service,positive
The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu[comma] present your meal[comma] and attend to your needs.,staff,positive
The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu[comma] present your meal[comma] and attend to your needs.,menu,neutral
The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu[comma] present your meal[comma] and attend to your needs.,meal,neutral
Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,bagel,positive
Our food was great too!,food,positive
The most annoying thing[comma] though[comma] is the fact that the servers seem to be trained to drive revenue.,servers,negative
Get your food to go[comma] find a bench[comma] and kick back with a plate of dumplings.,food,neutral
Get your food to go[comma] find a bench[comma] and kick back with a plate of dumplings.,plate of dumplings,positive
Please try the Filet Mignon[comma] its just the most tender piece ever.,Filet Mignon,positive
We were still sitting at the bar while we drank the sangria[comma] but facing away from the bar when we turned back around[comma] the $2 was gone the people next to us said the bartender took it.,sangria,neutral
We were still sitting at the bar while we drank the sangria[comma] but facing away from the bar when we turned back around[comma] the $2 was gone the people next to us said the bartender took it.,bar,neutral
We were still sitting at the bar while we drank the sangria[comma] but facing away from the bar when we turned back around[comma] the $2 was gone the people next to us said the bartender took it.,bar,neutral
We were still sitting at the bar while we drank the sangria[comma] but facing away from the bar when we turned back around[comma] the $2 was gone the people next to us said the bartender took it.,bartender,negative
The sake menu should not be overlooked!,sake menu,positive
the drinks are amazing and half off till 8pm.,drinks,positive
i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,beef cubes,positive
The service[comma] wine selection[comma] ambiance are all outstanding and deserve recognition.,service,positive
The service[comma] wine selection[comma] ambiance are all outstanding and deserve recognition.,wine selection,positive
The service[comma] wine selection[comma] ambiance are all outstanding and deserve recognition.,ambiance,positive
We were seated promptly as we had reservations[comma] however after that the service was slow.,reservations,positive
We were seated promptly as we had reservations[comma] however after that the service was slow.,service,negative
It's really also the service[comma] is good and the waiters are friendly.,service,positive
It's really also the service[comma] is good and the waiters are friendly.,waiters,positive
The food was pretty good[comma] but a little flavorless and the portions very small[comma] including dessert.,dessert,negative
The food was pretty good[comma] but a little flavorless and the portions very small[comma] including dessert.,portions,negative
It is set far from the small street it's on[comma] and there is no traffic noise.,traffic noise,positive
Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.,food,positive
I highly recommend Cafe St. Bart's for their food[comma] the ambience and wonderful service.,food,positive
I highly recommend Cafe St. Bart's for their food[comma] the ambience and wonderful service.,ambience,positive
I highly recommend Cafe St. Bart's for their food[comma] the ambience and wonderful service.,service,positive
This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,dinner meeting,neutral
